datetime,headline,source,summary
24-01-2025,NextEra Energy Is Today’s Top S&P 500 Stock After Revenue Miss. Here’s Why.,MarketWatch,NextEra Energy Is Today’s Top S&P 500 Stock After Revenue Miss. Here’s Why.
24-01-2025,Who Will Benefit From Trump's $500 Billion AI Infrastructure Plan?,SeekingAlpha,"Discover how the $500 billion AI infrastructure initiative by OpenAI, SoftBank, Oracle, and MGX is creating investment opportunities in multiple sectors."
24-01-2025,"NextEra Energy, Inc. 2024 Q4 - Results - Earnings Call Presentation",SeekingAlpha,"The following slide deck was published by NextEra Energy, Inc."
24-01-2025,"NextEra Energy, Inc. (NEE) Q4 2024 Earnings Call Transcript",SeekingAlpha,"NextEra Energy, Inc. (NYSE:NEE) Q4 2024 Earnings Conference Call January 24, 2025 9:00 AM ETCompany ParticipantsMark Eidelman - Director, IRJohn Ketchum -..."
24-01-2025,NextEra Energy : Q4 2024 Remarks,Finnhub,"FOURTH QUARTER & FULL-YEAR 2024 EARNINGS CONFERENCE CALL Mark Eidelman: Thank you, Jamie. Good morning, everyone, and thank..."
24-01-2025,NextEra 4Q Net Down; Company Backs 2025 Adjusted EPS View,Finnhub,By Rob Curran NextEra Energy's fourth-quarter net income slipped but the company backed its 2025 earnings forecast as it vowed to capitalize on growing commercial electricity demand via a...
24-01-2025,NextEra Energy : releases fourth quarter and full year 2024 financial results,Finnhub,Click here for the full release Attachments Original document Permalink Disclaimer...
24-01-2025,NextEra: Q4 Earnings Snapshot,Finnhub,"JUNO BEACH, Fla. — JUNO BEACH, Fla. — NextEra Energy Inc. on Friday reported fourth-quarter profit of $1.2 billion. The Juno Beach, Florida-based company said it had profit of 58 cents per..."
24-01-2025,NextEra Energy : Q4 2024 Release,Finnhub,"NextEra Energy, Inc. Media Line: 561-694-4442 Jan. 24, 2025 FOR IMMEDIATE RELEASE ..."
24-01-2025,NextEra Energy : Q4 2024 Earnings Release,Finnhub,"NextEra Energy, Inc. Media Line: 561-694-4442 Jan. 24, 2025 FOR IMMEDIATE RELEASE ..."
24-01-2025,NextEra Energy : Q4 2024 Presentation,Finnhub,Fourth Quarter and Full Year 2024 Earnings Conference Call January...
24-01-2025,NextEra Energy : Q4 2024 Earnings Presentation,Finnhub,Fourth Quarter and Full Year 2024 Earnings Conference Call January...
24-01-2025,NextEra Energy fourth-quarter and full-year 2024 financial results available on company's website,Finnhub,"JUNO BEACH, Fla., Jan. 24, 2025 /PRNewswire/ -- NextEra Energy, Inc. has posted its fourth-quarter and full-year 2024 financial results in a news release available on the company's website by..."
24-01-2025,NextEra Energy Partners Changes Name to XPLR Infrastructure,MarketWatch,NextEra Energy Partners Changes Name to XPLR Infrastructure
25-01-2025,10 Stocks I'm Buying As A New Government Takes Power,SeekingAlpha,"This week, I share 10 dividend stock picks. Plus commentary on: Trump's limits to ramping oil production; Neither global warming nor renewable energy are going away; DOGE is fated to fail."
25-01-2025,EVT: Offering Some Diversification To An American Equity Portfolio,SeekingAlpha,"Discover the Eaton Vance Tax-Advantaged Dividend Income Fund, offering an attractive 8.04% yield with some inflation protection. Click for my EVT CEF update."
25-01-2025,Utilities Up After NextEra Optimism -- Utilities Roundup,Finnhub,Shares of power producers rose after optimistic comments about commercial power demand from the owner of Florida Power & Light. NextEra Energy shares rallied after the owner of the nation's...
25-01-2025,NextEra Energy Inc. stock outperforms competitors on strong trading day,MarketWatch,NextEra Energy Inc. stock outperforms competitors on strong trading day
26-01-2025,ClearBridge Large Cap Growth Portfolios Q4 2024 Commentary,SeekingAlpha,The Portfolios and the Russell 1000 Growth Index are coming off two years of historically robust performance. Read more here.
26-01-2025,ClearBridge Large Cap Growth ESG Portfolios Q4 2024 Commentary,SeekingAlpha,The portfolios and the Russell 1000 Growth Index are coming off two years of historically robust performance. Read more here.
27-01-2025,NextEra Energy fourth-quarter and full-year 2024 financial results available on company's website,Finnhub,"JUNO BEACH, Fla. - NextEra Energy, Inc. has posted its fourth-quarter and full-year 2024 financial results in a news release available on the company's website by accessing the following link:..."
28-01-2025,Franklin Income Fund Q4 2024 Commentary,SeekingAlpha,Franklin Income Fund fared better than Blended 50% MSCI USA High Dividend Yield Index + 25% Bloomberg High Yield Very Liquid Index + 25% Bloomberg US Aggregate Index.
28-01-2025,XPLR Infrastructure Shares Dive on Distribution Suspension Amid Overhaul - Update,Finnhub,By Denny Jacob and Katherine Hamilton XPLR Infrastructure lost more than a quarter its market value after the renewable-energy company said it would indefinitely stop distributions to unitholders...
28-01-2025,DeepSeek: Why REITs And Utilities Loved The News,SeekingAlpha,"Investors see the predictable cashflows of REITs and utilities as more attractive, as AI stocks plummet after China's DeepSeek unveiling, seeking predictable returns amid AI uncertainties."
28-01-2025,NextEra Energy's XPLR Infrastructure shares tank on dividend suspension,Finnhub,"XPLR Infrastructure , a unit of utility firm NextEra Energy, said on Tuesday it will suspend its dividend for an indefinite period, sending the company's shares down 23% in premarket trade. ..."
28-01-2025,NextEra Energy Inc. stock underperforms Monday when compared to competitors despite daily gains,MarketWatch,NextEra Energy Inc. stock underperforms Monday when compared to competitors despite daily gains
29-01-2025,Distribution Eliminated: XPLR Infrastructure Enters Its NextEra,SeekingAlpha,XPLR Infrastructure has eliminated its distribution to address heavy debt and equity obligations. Find out why I am now upgrading NEP from a sell to a buy.
29-01-2025,ClearBridge Large Cap Growth ESG Strategy Q4 2024 Commentary,SeekingAlpha,The ClearBridge Large Cap Growth ESG Strategy underperformed its Russell 1000 Growth Index benchmark in the fourth quarter. Read more here.
29-01-2025,XPLR Infrastructure: No Longer Appealing To Income-Oriented Investors - Hold,SeekingAlpha,XPLR Infrastructure common units sold off after the company suspended its generous quarterly cash distribution indefinitely. Read why NEP stock is a Hold.
29-01-2025,My Best Dividend Aristocrats For February 2025,SeekingAlpha,Read here for an update on 3 strategies to potentially beat the ProShares S&P 500 Dividend Aristocrat ETF in the long term with higher dividend yields.
29-01-2025,NextEra Energy Partners: The Fifth Stage Of Grief Is A Name Changer,SeekingAlpha,"NEP, soon to be XPLR, eliminated its distribution due to severe financing issues, shifting focus to paying down CEPFs and share buybacks. We tell you how we plan to play it."
29-01-2025,NextEra Energy Inc. stock underperforms Tuesday when compared to competitors,MarketWatch,NextEra Energy Inc. stock underperforms Tuesday when compared to competitors
29-01-2025,NextEra Energy Shares Fall After XPLR Ceases Distributions,Finnhub,By Katherine Hamilton NextEra Energy shares retreated Tuesday after the company's limited partnership XPLR Infrastructure said it would stop giving unitholders distributions. NextEra's stock...
30-01-2025,Franklin Utilities Fund Q4 2024 Commentary,SeekingAlpha,The fund fared better than its S&P 500 Utilities Index benchmark in the fourth quarter. Favorable stock selection and allocation effects contributed to relative fund returns.
01-02-2025,8 Stocks & 1 ETF I'm Buying As The Trade Wars Begin,SeekingAlpha,"The stock market's current valuations are elevated, driven by AI optimism, and there's a potential rotation from tech to other sectors to come in 2025. I share what stocks I'm buying now."
03-02-2025,My Top 15 High-Growth Dividend Stocks For February 2025,SeekingAlpha,"Stay informed on the latest financial news and stock recommendations for 2025, including dividend growth stocks and ETF performance. Click here to read more."
03-02-2025,"PepsiCo, Cisco Among 19 Companies To Announce Dividend Increases In First Half Of February",SeekingAlpha,"Get ready for a busy February with 19 dividend increase announcements expected, including 10%+ increases from Sherwin-Williams and Genuine Parts Co. Click to read."
03-02-2025,My Top 10 High-Yield Dividend Stocks For February 2025,SeekingAlpha,"SPY and VYM kick off 2025 with solid gains. Find out why my top 10 dividend stocks, yielding 3.43%, have delivered an 87.57% return over 51 months."
05-02-2025,Franklin Income SMA Q4 2024 Commentary,SeekingAlpha,US stocks collectively rose in the fourth quarter of 2024 despite retreating in December. Read more here.
05-02-2025,Franklin Convertible Securities Fund Q4 2024 Commentary,SeekingAlpha,"US stocks collectively rose in the fourth quarter of 2024, with the S&P 500 Index, Dow Jones Industrial Average and NASDAQ Composite Index reaching new record highs."
05-02-2025,NextEra Energy Inc. stock underperforms Tuesday when compared to competitors,MarketWatch,NextEra Energy Inc. stock underperforms Tuesday when compared to competitors
06-02-2025,Brookfield Renewable Partners: Looking Like A Solid Value With A Strong Yield,SeekingAlpha,Discover why investing in Brookfield Renewable Partners (BEP) over BEPC is a smart move for higher yield and distribution growth opportunities. Read the full report here.
06-02-2025,Franklin Equity Income Fund Q4 2024 Commentary,SeekingAlpha,"US stocks collectively rose in the fourth quarter of 2024, with the S&P 500 Index, Dow Jones Industrial Average and NASDAQ Composite Index reaching new record highs."
06-02-2025,Franklin Equity Income SMA Q4 2024 Commentary,SeekingAlpha,"US stocks collectively rose in the fourth quarter of 2024, with the S&P 500 Index, Dow Jones Industrial Average and NASDAQ Composite Index reaching new record highs."
06-02-2025,Power Stocks Had Been on an AI Tear. Then Came DeepSeek.,DowJones,Power Stocks Had Been on an AI Tear. Then Came DeepSeek.
06-02-2025,NextEra Energy Inc. stock underperforms Wednesday when compared to competitors,MarketWatch,NextEra Energy Inc. stock underperforms Wednesday when compared to competitors
